payment_id,order_id,payment_date,payment_method,payment_amount
501402,101464,2025-09-15,Card,74.19
501403,101465,2024-03-23,Card,87.17
501404,101466,2025-04-11,Card,22.8
501405,101466,2025-04-24,ACH,31.43
501406,101467,2024-10-10,Card,82.73
501407,101468,2025-07-28,Card,105.45
501408,101469,2024-02-19,Card,45.25
501409,101470,2025-10-21,ACH,12.8
501410,101471,2025-05-30,Card,164.03
501411,101472,2024-11-30,Card,138.15
501412,101473,2024-06-06,Card,108.79
501413,101474,2025-12-16,Card,156.44
501414,101475,2024-08-12,ACH,110.77
501415,101476,2024-12-27,Card,49.61
501416,101477,2024-10-28,Insurance,34.92
501417,101478,2024-06-28,ACH,117.67
501418,101479,2024-11-06,ACH,74.82
501419,101480,2024-04-25,Insurance,41.3
501420,101481,2024-01-05,Card,18.52
501421,101481,2024-01-19,Card,12.45
501422,101482,2024-07-31,Card,36.49
501423,101483,2024-03-22,Insurance,18.45
501424,101483,2024-03-23,ACH,25.18
501425,101484,2024-11-11,Card,153.89
501426,101485,2025-09-22,Card,192.08
501427,101486,2024-05-02,Card,64.63
501428,101487,2024-01-03,ACH,172.79
501429,101488,2024-03-27,Card,90.03
501430,101490,2024-07-25,Insurance,148.17
501431,101491,2024-12-28,ACH,83.8
501432,101492,2024-01-28,Insurance,96.67
501433,101493,2024-09-01,ACH,65.29
501434,101494,2024-10-26,Card,48.41
501435,101495,2024-11-13,ACH,121.82
501436,101496,2025-02-17,ACH,81.54
501437,101497,2025-07-26,ACH,224.09
501438,101498,2024-12-13,Card,95.7
501439,101498,2024-12-13,Card,64.1
501440,101500,2025-01-28,Card,38.27
501441,101500,2025-01-26,Card,43.72
501442,101501,2024-07-10,Card,91.46
501443,101502,2024-06-18,ACH,59.9
501444,101504,2025-03-15,Card,173.1
501445,101505,2024-06-30,Card,90.24
501446,101507,2024-12-17,Insurance,81.31
501447,101508,2025-09-27,Card,38.87
501448,101508,2025-09-26,Card,51.27
501449,101510,2024-09-03,ACH,19.08
501450,101510,2024-09-04,ACH,14.17
501451,101511,2024-07-02,ACH,76.6
501452,101511,2024-06-15,ACH,76.85
501453,101513,2024-08-29,Insurance,193.44
501454,101514,2024-07-02,Card,77.45
501455,101515,2025-11-17,Card,108.92
501456,101516,2024-12-31,Card,74.94
501457,101517,2024-02-07,Card,29.06
501458,101518,2024-12-30,Card,114.95
501459,101519,2024-12-02,Card,29.49
501460,101520,2025-09-27,Card,115.41
501461,101521,2025-06-22,Card,141.06
501462,101522,2024-05-22,Card,209.71
501463,101523,2024-04-21,Card,110.5
501464,101524,2025-03-22,Insurance,76.17
501465,101525,2024-02-09,Insurance,85.23
501466,101526,2024-08-25,Card,99.6
501467,101527,2024-04-15,Card,194.65
501468,101528,2024-01-16,Card,195.68
501469,101529,2025-11-05,Card,89.81
501470,101530,2024-03-07,ACH,88.94
501471,101530,2024-03-09,ACH,90.81
501472,101531,2024-01-07,Card,33.36
501473,101531,2024-01-08,Card,39.01
501474,101532,2025-11-25,Card,106.37
501475,101533,2024-05-18,Card,78.65
501476,101534,2025-08-25,Card,96.62
501477,101535,2024-01-29,Card,56.7
501478,101539,2025-03-29,Card,53.66
501479,101540,2024-12-25,Card,78.98
501480,101541,2024-06-30,Card,133.49
501481,101542,2024-03-11,Insurance,149.75
501482,101543,2025-02-22,Card,36.07
501483,101543,2025-03-11,Insurance,31.31
501484,101544,2024-06-21,ACH,18.4
501485,101547,2025-09-13,ACH,119.63
501486,101548,2024-12-31,Card,51.93
501487,101549,2024-01-06,ACH,35.36
501488,101550,2024-07-30,Card,54.32
501489,101551,2025-09-17,ACH,84.82
501490,101552,2025-01-24,Card,312.28
501491,101553,2025-04-02,Insurance,90.35
501492,101554,2024-12-01,ACH,129.55
501493,101555,2024-05-03,Insurance,148.24
501494,101556,2025-10-20,Insurance,48.79
501495,101557,2025-07-22,Card,60.81
501496,101557,2025-07-24,Insurance,54.81
501497,101558,2026-01-03,Card,106.3
501498,101559,2025-09-21,ACH,115.81
501499,101560,2024-08-04,Insurance,80.2
501500,101561,2024-07-09,Card,185.32
501501,101562,2024-07-04,ACH,77.47
501502,101562,2024-07-06,ACH,85.17
501503,101564,2025-02-23,Card,136.91
501504,101565,2024-11-30,ACH,60.57
501505,101565,2024-12-03,Card,73.01
501506,101566,2025-12-12,ACH,416.13
501507,101569,2025-12-20,Insurance,28.6
501508,101569,2025-12-20,Card,35.74
501509,101570,2024-03-12,Card,36.42
501510,101571,2024-10-07,Card,121.95
501511,101572,2025-06-25,Card,36.4
501512,101574,2024-04-22,ACH,14.67
501513,101574,2024-04-20,Insurance,15.87
501514,101575,2024-08-25,Insurance,51.12
501515,101576,2025-02-04,ACH,154.43
501516,101577,2025-08-09,Card,92.02
501517,101579,2025-03-15,Card,66.42
501518,101580,2024-08-05,ACH,87.88
501519,101581,2024-06-07,Card,86.01
501520,101582,2025-01-12,Card,19.78
501521,101582,2025-01-12,Card,20.51
501522,101583,2024-10-31,Card,82.17
501523,101584,2025-04-12,Card,93.92
501524,101585,2024-08-26,Card,96.03
501525,101586,2025-08-27,Card,73.25
501526,101586,2025-08-26,Card,63.09
501527,101587,2024-03-04,Card,117.86
501528,101588,2025-09-25,ACH,88.89
501529,101589,2024-01-27,Card,11.52
501530,101589,2024-01-24,Card,14.51
501531,101590,2025-07-09,Card,198.55
501532,101591,2024-09-15,Card,59.02
501533,101594,2025-05-31,Card,27.93
501534,101594,2025-06-03,Card,41.44
501535,101595,2024-05-02,Card,128.73
501536,101596,2025-04-27,Card,84.9
501537,101597,2025-06-14,Card,128.52
501538,101598,2025-09-19,ACH,81.33
501539,101600,2024-08-08,Card,67.59
501540,101601,2025-06-24,ACH,57.63
501541,101602,2025-08-30,Card,40.66
501542,101602,2025-08-26,Card,28.36
501543,101603,2024-08-22,Insurance,150.64
501544,101604,2024-04-19,Card,113.86
501545,101605,2025-10-18,Insurance,66.96
501546,101606,2024-05-07,Insurance,41.74
501547,101607,2025-03-12,Insurance,108.41
501548,101607,2025-03-10,ACH,87.52
501549,101608,2024-07-04,Card,101.89
501550,101609,2024-04-06,Card,68.45
501551,101610,2025-07-27,ACH,100.7
501552,101612,2025-05-06,ACH,87.34
501553,101613,2025-05-22,Insurance,228.85
501554,101614,2024-02-17,ACH,46.44
501555,101614,2024-02-19,Card,48.14
501556,101615,2024-05-09,Card,32.59
501557,101616,2025-08-08,Card,175.96
501558,101617,2025-01-07,ACH,35.77
501559,101619,2025-12-29,Insurance,145.81
501560,101620,2024-07-16,Card,198.1
501561,101621,2024-01-08,Card,137.21
501562,101622,2025-11-07,Card,126.88
501563,101623,2024-01-15,Card,158.87
501564,101624,2025-02-12,Card,33.92
501565,101625,2026-01-01,Card,95.58
501566,101626,2025-02-28,Card,76.23
501567,101627,2025-03-09,Card,75.57
501568,101628,2024-10-15,Insurance,64.29
501569,101629,2024-04-02,Card,66.11
501570,101630,2025-02-26,Card,87.49
501571,101631,2025-10-29,Insurance,197.04
501572,101632,2024-03-12,Card,52.98
501573,101633,2025-10-22,Card,50.83
501574,101634,2024-11-05,Card,22.86
501575,101635,2025-02-01,Insurance,228.69
501576,101636,2024-05-05,ACH,43.37
501577,101637,2025-04-03,ACH,119.1
501578,101638,2024-05-16,ACH,99.0
501579,101639,2024-07-22,Card,180.42
501580,101640,2025-06-13,Card,70.83
501581,101641,2024-02-07,ACH,146.52
501582,101642,2024-11-22,Insurance,211.45
501583,101643,2025-03-12,Insurance,55.69
501584,101643,2025-03-10,Card,49.53
501585,101644,2024-04-07,Card,39.42
501586,101645,2024-08-07,ACH,41.07
501587,101646,2024-09-13,ACH,231.5
501588,101647,2025-05-03,Card,68.66
501589,101648,2025-12-28,Card,83.05
501590,101649,2025-09-06,ACH,331.63
501591,101650,2024-06-01,ACH,174.44
501592,101651,2024-01-20,Card,166.1
501593,101652,2024-02-10,Card,99.33
501594,101652,2024-02-08,Card,113.51
501595,101654,2024-04-28,ACH,131.59
501596,101656,2025-09-16,ACH,87.97
501597,101659,2024-07-05,Card,31.11
501598,101659,2024-07-08,Card,34.64
501599,101661,2025-04-06,ACH,20.54
501600,101661,2025-03-25,Card,23.92
501601,101662,2024-05-18,ACH,342.33
501602,101663,2025-02-08,Card,101.55
501603,101665,2024-10-31,Insurance,41.51
501604,101666,2025-07-03,Card,53.06
501605,101666,2025-07-09,Card,61.12
501606,101667,2025-05-11,ACH,112.43
501607,101668,2025-01-27,ACH,54.68
501608,101669,2025-06-17,Card,65.87
501609,101670,2025-07-11,Card,59.94
501610,101671,2025-02-24,ACH,61.74
501611,101672,2024-07-16,Card,44.75
501612,101673,2025-07-10,Card,45.39
501613,101673,2025-07-12,ACH,56.81
501614,101674,2025-06-13,ACH,45.42
501615,101675,2025-12-24,Insurance,20.85
501616,101675,2025-12-21,Card,24.22
501617,101677,2024-11-03,Card,87.7
501618,101678,2025-11-06,Insurance,146.98
501619,101679,2025-01-14,Card,60.1
501620,101680,2025-11-23,Card,81.94
501621,101681,2024-01-10,Card,144.11
501622,101682,2024-01-29,Card,147.23
501623,101683,2025-08-14,ACH,103.22
501624,101683,2025-08-04,Insurance,71.21
501625,101684,2024-09-23,Insurance,119.05
501626,101685,2025-01-17,Insurance,40.89
501627,101686,2024-11-22,Card,55.21
501628,101687,2024-10-27,Card,160.1
501629,101688,2025-11-21,Card,207.3
501630,101689,2024-03-15,ACH,81.85
501631,101690,2025-07-20,Card,100.71
501632,101691,2025-10-17,Card,22.3
501633,101691,2025-10-14,ACH,29.55
501634,101692,2025-05-01,Insurance,173.98
501635,101693,2024-10-30,Insurance,29.08
501636,101693,2024-10-15,Card,21.3
501637,101694,2024-05-11,Insurance,228.07
501638,101695,2025-05-13,Card,89.92
501639,101696,2024-12-08,ACH,55.64
501640,101697,2024-04-20,Card,35.07
501641,101698,2024-09-21,Card,81.82
501642,101699,2025-12-07,ACH,87.94
501643,101700,2024-07-13,Card,42.41
501644,101700,2024-07-27,ACH,51.35
501645,101701,2024-05-15,Card,64.87
501646,101701,2024-05-12,Card,45.37
501647,101702,2025-05-18,ACH,122.13
501648,101703,2024-06-08,Insurance,51.21
501649,101703,2024-05-27,ACH,65.33
501650,101704,2025-11-07,Card,58.99
501651,101704,2025-11-15,Card,44.26
501652,101705,2025-09-22,ACH,194.6
501653,101706,2025-12-25,Card,54.09
501654,101707,2025-10-31,Card,122.18
501655,101708,2024-06-29,Card,155.6
501656,101710,2024-09-08,Card,30.78
501657,101711,2024-12-15,Card,71.31
501658,101712,2025-10-07,ACH,62.47
501659,101713,2025-06-21,Card,118.97
501660,101715,2025-10-10,ACH,113.6
501661,101716,2025-04-21,Insurance,32.67
501662,101717,2024-10-04,Card,229.57
501663,101719,2025-01-16,Card,144.95
501664,101721,2025-06-30,Card,68.43
501665,101722,2025-04-22,ACH,67.41
501666,101722,2025-04-24,ACH,53.95
501667,101724,2025-01-27,Card,96.66
501668,101726,2025-11-26,Card,88.99
501669,101727,2025-02-22,Card,47.44
501670,101728,2024-11-22,ACH,100.42
501671,101729,2024-03-19,Card,67.5
501672,101729,2024-03-22,Card,70.17
501673,101730,2025-07-25,Card,71.03
501674,101731,2025-10-26,Card,98.18
501675,101732,2025-05-26,Card,166.88
501676,101733,2025-09-27,Card,176.26
501677,101734,2025-09-27,Insurance,53.76
501678,101737,2024-03-27,Card,56.98
501679,101738,2024-01-05,Insurance,99.13
501680,101739,2024-06-03,ACH,126.82
501681,101741,2025-06-28,ACH,74.65
501682,101743,2024-01-17,Card,161.75
501683,101744,2024-06-07,Insurance,95.76
501684,101745,2025-12-22,Insurance,93.05
501685,101746,2026-01-10,Card,53.4
501686,101747,2024-10-04,ACH,99.37
501687,101748,2025-08-12,Insurance,35.19
501688,101748,2025-08-24,Card,35.12
501689,101749,2025-06-09,ACH,97.43
501690,101750,2025-11-16,ACH,190.35
501691,101751,2025-10-13,Insurance,23.5
501692,101751,2025-10-24,ACH,29.84
501693,101753,2024-10-19,Insurance,103.25
501694,101754,2025-04-06,Insurance,84.38
501695,101755,2024-08-26,Card,55.39
501696,101756,2024-09-15,Insurance,107.72
501697,101757,2025-03-26,Card,253.29
501698,101758,2025-03-08,Card,26.21
501699,101759,2025-03-05,ACH,35.23
501700,101760,2024-10-14,ACH,78.29
501701,101761,2024-10-31,Card,71.94
501702,101762,2024-01-14,Card,149.83
501703,101764,2025-02-27,Card,23.92
501704,101764,2025-02-25,ACH,17.42
501705,101766,2025-01-07,Insurance,78.45
501706,101767,2024-12-26,Card,171.19
501707,101768,2024-02-25,ACH,42.68
501708,101769,2024-05-24,Card,39.76
501709,101770,2024-09-06,Card,48.75
501710,101771,2024-10-04,Insurance,140.56
501711,101772,2024-09-25,ACH,42.72
501712,101772,2024-09-30,ACH,31.26
501713,101773,2024-10-17,Card,61.61
501714,101774,2025-07-20,Card,80.99
501715,101775,2024-04-09,Card,102.94
501716,101776,2024-09-05,Insurance,128.15
501717,101777,2024-04-30,Insurance,157.5
501718,101777,2024-04-29,ACH,148.89
501719,101778,2024-08-14,Insurance,115.88
501720,101779,2025-05-17,Card,91.78
501721,101779,2025-05-16,ACH,64.61
501722,101780,2024-02-05,ACH,29.41
501723,101780,2024-02-08,ACH,35.7
501724,101781,2024-09-07,Insurance,184.27
501725,101782,2024-01-19,Card,78.66
501726,101783,2025-12-04,Insurance,26.05
501727,101783,2025-12-04,Insurance,19.34
501728,101784,2025-06-18,Card,195.63
501729,101785,2024-06-27,Card,97.96
501730,101786,2024-05-28,Card,188.04
501731,101787,2024-03-19,Card,141.59
501732,101788,2024-12-11,Card,20.79
501733,101788,2024-12-12,ACH,24.0
501734,101789,2025-07-16,Card,120.59
501735,101791,2025-10-07,Card,160.88
501736,101792,2024-09-11,Card,89.29
501737,101793,2024-07-27,Insurance,29.28
501738,101793,2024-08-06,Card,38.12
501739,101794,2024-12-20,Card,30.99
501740,101795,2024-05-28,Card,153.22
501741,101796,2025-12-14,ACH,22.16
501742,101796,2025-12-15,Card,29.31
501743,101797,2024-05-31,ACH,75.03
501744,101798,2024-12-22,ACH,77.81
501745,101799,2025-01-17,ACH,21.8
501746,101799,2025-01-18,ACH,17.46
501747,101800,2024-02-11,Insurance,28.6
501748,101802,2024-11-30,Insurance,58.81
501749,101804,2024-04-09,Card,39.63
501750,101805,2024-02-03,Card,30.96
501751,101806,2024-01-12,Card,26.89
501752,101807,2024-12-21,ACH,115.65
501753,101808,2024-03-12,Card,105.7
501754,101810,2024-07-03,Card,86.59
501755,101812,2025-05-09,Insurance,71.66
501756,101813,2024-12-30,ACH,165.59
501757,101814,2025-10-11,Card,73.24
501758,101815,2024-03-27,Insurance,76.49
501759,101816,2024-06-26,ACH,74.31
501760,101816,2024-06-21,Card,53.89
501761,101817,2024-07-08,Card,116.29
501762,101818,2024-04-08,Card,117.16
501763,101819,2024-08-09,Card,44.5
501764,101820,2024-08-22,Card,156.69
501765,101821,2025-07-17,ACH,131.41
501766,101822,2024-08-10,Card,76.58
501767,101823,2025-10-03,Card,81.76
501768,101824,2025-07-23,Card,147.95
501769,101825,2025-10-27,Card,29.88
501770,101825,2025-10-27,ACH,29.31
501771,101826,2024-03-19,Insurance,59.39
501772,101827,2025-12-20,Insurance,74.04
501773,101828,2025-03-28,ACH,20.12
501774,101829,2025-12-20,Card,129.69
501775,101831,2025-12-01,Card,81.24
501776,101832,2025-03-09,ACH,139.73
501777,101833,2024-02-25,Insurance,101.91
501778,101834,2024-10-27,Card,58.1
501779,101835,2024-04-13,Card,50.11
501780,101836,2025-12-02,Card,28.04
501781,101836,2025-11-23,Card,37.13
501782,101837,2024-08-28,ACH,93.02
501783,101837,2024-08-12,ACH,86.53
501784,101839,2025-02-14,Card,71.01
501785,101840,2024-11-08,Card,90.41
501786,101841,2024-03-20,ACH,133.38
501787,101842,2025-08-21,Insurance,84.09
501788,101843,2025-09-11,Card,99.41
501789,101844,2025-07-01,Insurance,93.82
501790,101845,2025-03-27,Insurance,149.53
501791,101846,2024-10-25,Card,70.12
501792,101847,2025-02-05,Card,100.86
501793,101848,2025-01-17,ACH,169.82
501794,101849,2024-05-04,ACH,105.5
501795,101850,2024-03-01,ACH,106.1
501796,101852,2024-12-04,Card,111.73
501797,101853,2024-04-28,Card,91.88
501798,101854,2024-03-30,ACH,103.01
501799,101855,2025-09-15,Card,59.7
501800,101856,2024-10-02,ACH,81.84
501801,101858,2025-01-22,ACH,95.01
501802,101859,2025-06-21,Card,127.46
501803,101861,2024-08-09,Insurance,96.83
501804,101862,2025-09-12,Card,214.39
501805,101863,2024-09-28,Card,84.84
501806,101864,2025-09-03,Card,37.12
501807,101865,2024-10-27,Insurance,105.43
501808,101867,2025-07-14,Card,117.24
501809,101868,2024-01-27,Card,28.3
501810,101868,2024-02-05,Card,37.5
501811,101869,2025-07-19,ACH,73.79
501812,101870,2024-02-02,Card,73.19
501813,101871,2024-05-31,Card,21.46
501814,101871,2024-05-31,Insurance,20.87
501815,101874,2024-10-31,Card,160.46
501816,101875,2024-03-29,Card,70.32
501817,101876,2024-06-23,Insurance,88.59
501818,101877,2025-10-17,Card,83.76
501819,101878,2025-06-18,Card,64.3
501820,101880,2024-10-08,Card,203.41
501821,101881,2024-07-16,Card,101.97
501822,101884,2025-03-28,Insurance,51.25
501823,101885,2024-05-17,Card,60.65
501824,101885,2024-05-15,Insurance,64.32
501825,101886,2025-04-22,Insurance,195.75
501826,101888,2024-02-18,ACH,167.11
501827,101889,2024-11-25,ACH,54.32
501828,101889,2024-11-25,ACH,69.11
501829,101890,2024-05-17,Card,205.7
501830,101891,2024-07-04,Card,125.3
501831,101892,2025-10-04,Insurance,46.9
501832,101894,2024-04-12,ACH,41.11
501833,101897,2025-10-06,ACH,201.78
501834,101898,2025-07-02,ACH,35.31
501835,101899,2024-09-10,Card,202.67
501836,101900,2025-01-29,Insurance,74.69
501837,101901,2025-01-25,ACH,61.75
501838,101903,2024-07-04,Card,72.33
501839,101906,2024-08-07,Card,54.31
501840,101907,2024-04-30,Card,88.1
501841,101909,2025-11-24,Card,143.27
501842,101910,2024-02-28,Insurance,47.1
501843,101910,2024-02-29,Card,52.22
501844,101911,2025-10-16,Card,127.31
501845,101913,2025-07-27,Insurance,76.11
501846,101914,2024-08-29,Insurance,78.31
501847,101915,2025-01-14,Card,150.89
501848,101916,2024-07-27,ACH,55.42
501849,101917,2024-12-25,Card,92.74
501850,101918,2024-12-01,Card,44.97
501851,101919,2025-01-28,Card,23.72
501852,101919,2025-01-23,Card,27.92
501853,101920,2024-10-31,ACH,43.71
501854,101921,2025-01-29,Card,64.94
501855,101922,2025-09-02,Card,90.21
501856,101923,2024-11-17,Insurance,223.22
501857,101924,2024-09-27,Insurance,140.25
501858,101926,2024-09-19,Card,161.83
501859,101927,2024-04-15,Card,62.81
501860,101928,2024-05-16,Card,89.64
501861,101929,2025-12-02,Insurance,110.13
501862,101930,2024-03-12,Card,315.8
501863,101932,2025-09-03,Insurance,44.74
501864,101933,2025-11-30,Card,88.63
501865,101934,2024-04-23,ACH,165.4
501866,101936,2024-10-03,Card,37.16
501867,101937,2025-02-11,Card,99.68
501868,101938,2025-12-03,ACH,92.83
501869,101939,2024-06-02,ACH,226.9
501870,101940,2024-05-06,ACH,83.15
501871,101941,2024-07-08,Insurance,259.42
501872,101942,2025-10-03,Card,65.7
501873,101945,2024-03-29,Card,139.51
501874,101946,2024-04-30,Card,151.2
501875,101947,2025-11-05,ACH,133.69
501876,101948,2024-01-08,Insurance,98.21
501877,101949,2024-08-25,Card,75.28
501878,101950,2025-11-01,Card,30.6
501879,101951,2025-03-20,Card,38.51
501880,101951,2025-03-26,Card,51.01
501881,101952,2024-02-27,ACH,72.48
501882,101953,2024-12-08,ACH,60.67
501883,101954,2025-12-12,ACH,79.37
501884,101955,2024-10-25,Insurance,61.26
501885,101956,2025-01-23,ACH,49.46
501886,101957,2025-01-29,Card,116.26
501887,101960,2025-09-06,ACH,71.83
501888,101962,2024-04-19,Card,39.11
501889,101963,2025-08-23,Card,66.63
501890,101963,2025-08-25,Card,88.49
501891,101965,2025-07-02,Card,62.01
501892,101966,2024-09-30,Card,74.37
501893,101967,2024-12-12,Card,93.07
501894,101968,2025-09-14,ACH,101.09
501895,101969,2024-04-23,Card,90.8
501896,101971,2025-11-08,ACH,56.57
501897,101972,2025-05-19,Card,113.99
501898,101973,2024-09-06,Card,161.9
501899,101974,2025-02-14,Insurance,92.15
501900,101975,2024-02-08,Insurance,40.1
501901,101976,2025-11-12,ACH,112.97
501902,101977,2024-09-11,Card,273.84
501903,101978,2024-02-15,ACH,29.72
501904,101979,2025-08-03,Card,136.79
501905,101980,2025-04-30,Card,152.68
501906,101982,2024-02-13,Card,105.61
501907,101983,2025-07-02,ACH,146.67
501908,101984,2025-04-14,Card,89.7
501909,101985,2025-08-08,ACH,144.19
501910,101986,2025-08-29,ACH,97.65
501911,101987,2024-06-05,Insurance,90.42
501912,101988,2024-06-02,Card,28.54
501913,101988,2024-06-06,Card,35.46
501914,101989,2025-11-06,Card,67.84
501915,101990,2025-01-29,Card,211.05
501916,101991,2024-11-16,ACH,44.81
501917,101992,2024-08-01,Card,41.36
501918,101993,2025-04-17,Card,288.64
501919,101993,2025-04-14,ACH,254.55
501920,101995,2024-01-02,Insurance,96.14
501921,101996,2025-02-11,ACH,49.96
501922,101997,2025-12-30,Card,110.84
501923,101998,2024-07-24,Card,75.23
501924,101999,2024-07-28,Card,180.1
501925,102000,2025-10-05,Insurance,84.77
501926,102001,2024-02-19,Card,25.81
501927,102001,2024-02-21,ACH,24.89
501928,102002,2024-10-23,Insurance,22.32
501929,102003,2024-12-02,Card,105.61
501930,102005,2024-04-04,Insurance,113.03
501931,102006,2024-11-19,Insurance,58.87
501932,102007,2024-04-21,ACH,89.63
501933,102008,2025-08-02,Insurance,84.36
501934,102009,2025-04-10,Card,135.53
501935,102010,2025-01-04,Card,119.45
501936,102011,2024-10-14,ACH,53.43
501937,102012,2024-04-25,Card,284.29
501938,102013,2025-11-07,Insurance,116.4
501939,102014,2025-04-29,ACH,68.56
501940,102015,2024-08-21,Insurance,102.96
501941,102016,2024-10-31,Insurance,113.9
501942,102018,2025-06-13,Card,131.86
501943,102020,2024-08-14,Card,96.66
501944,102022,2025-04-26,Insurance,88.73
501945,102023,2025-03-14,Insurance,25.13
501946,102024,2024-02-28,Card,35.93
501947,102025,2024-12-13,ACH,27.64
501948,102025,2024-12-16,Card,35.36
501949,102026,2025-04-08,Card,82.73
501950,102027,2025-11-29,ACH,75.2
501951,102028,2025-01-21,Card,56.37
501952,102029,2024-09-12,Insurance,105.55
501953,102030,2025-02-27,Insurance,60.54
501954,102031,2024-05-09,Card,28.16
501955,102032,2024-03-12,Insurance,55.76
501956,102033,2025-05-10,Card,69.05
501957,102034,2025-12-26,Insurance,82.32
501958,102035,2025-09-12,Insurance,134.04
501959,102036,2025-03-02,Insurance,75.91
501960,102037,2024-02-05,Card,31.38
501961,102038,2025-12-24,Card,75.21
501962,102038,2025-12-25,Card,51.08
501963,102039,2024-11-27,ACH,84.78
501964,102040,2024-08-01,ACH,88.53
501965,102041,2025-10-18,ACH,62.7
501966,102041,2025-10-14,Card,54.13
501967,102042,2025-07-03,ACH,42.99
501968,102042,2025-07-03,ACH,28.8
501969,102044,2024-07-23,Card,32.29
501970,102045,2025-12-27,ACH,183.06
501971,102047,2025-01-26,ACH,102.56
501972,102048,2025-07-03,Card,143.08
501973,102049,2025-05-03,Card,75.12
501974,102050,2024-05-11,Card,176.86
501975,102052,2024-09-22,ACH,66.67
501976,102053,2025-11-29,Card,118.46
501977,102054,2025-06-09,Card,47.03
501978,102055,2024-09-27,Card,64.43
501979,102057,2025-06-28,Card,135.27
501980,102058,2024-10-15,Card,45.29
501981,102058,2024-10-16,Insurance,46.64
501982,102059,2024-10-25,Card,22.7
501983,102059,2024-10-23,Card,16.17
501984,102060,2025-10-20,ACH,51.61
501985,102061,2025-02-19,Card,43.74
501986,102062,2024-04-22,Insurance,47.3
501987,102062,2024-04-22,Card,34.15
501988,102063,2025-06-16,ACH,44.8
501989,102064,2025-03-06,Insurance,57.46
501990,102065,2025-01-21,Card,26.96
501991,102065,2025-01-10,Card,27.03
501992,102066,2025-06-17,ACH,37.36
501993,102067,2025-10-30,Card,188.81
501994,102068,2024-08-30,Card,133.98
501995,102069,2024-11-07,ACH,46.27
501996,102070,2024-05-19,Insurance,129.69
501997,102071,2025-04-23,Card,57.81
501998,102071,2025-04-20,ACH,54.5
501999,102073,2024-09-11,Card,50.58
502000,102074,2025-05-28,ACH,102.06
502001,102075,2024-10-26,Card,135.69
502002,102076,2024-12-18,Insurance,126.07
502003,102077,2024-11-22,Card,44.73
502004,102077,2024-11-22,Card,39.27
502005,102078,2024-07-11,ACH,66.79
502006,102078,2024-07-10,Card,51.06
502007,102079,2024-04-06,ACH,78.84
502008,102081,2024-03-09,ACH,151.42
502009,102087,2025-05-04,Card,95.56
502010,102088,2024-08-14,Card,98.36
502011,102089,2024-01-21,ACH,50.31
502012,102090,2025-10-14,Card,103.36
502013,102091,2024-08-26,Insurance,35.61
502014,102092,2025-08-16,ACH,112.47
502015,102093,2024-05-30,Card,52.06
502016,102094,2024-05-18,ACH,55.02
502017,102095,2025-07-25,Card,205.88
502018,102096,2025-11-19,ACH,102.69
502019,102098,2025-07-06,Card,143.76
502020,102100,2025-11-01,Card,57.21
502021,102101,2025-05-06,Insurance,71.27
502022,102102,2024-05-07,Card,148.14
502023,102103,2024-04-09,ACH,185.18
502024,102104,2025-10-04,Insurance,66.72
502025,102105,2024-07-24,Card,74.2
502026,102106,2025-07-18,Card,115.58
502027,102107,2024-04-11,ACH,315.4
502028,102108,2024-07-27,Card,83.18
502029,102109,2024-07-31,Card,121.95
502030,102110,2024-07-27,Card,124.57
502031,102112,2025-11-05,ACH,182.53
502032,102113,2025-11-01,Card,120.07
502033,102116,2025-12-06,Card,111.62
502034,102120,2025-07-16,Insurance,67.75
502035,102121,2025-11-30,Card,70.5
502036,102122,2025-03-05,Insurance,40.38
502037,102123,2025-04-08,ACH,101.17
502038,102124,2025-07-01,Card,136.35
502039,102126,2024-08-12,Card,85.48
502040,102127,2025-04-11,Insurance,129.42
502041,102128,2024-02-17,ACH,72.84
502042,102129,2024-08-25,Card,40.82
502043,102129,2024-08-28,Insurance,36.94
502044,102130,2025-06-09,Card,63.69
502045,102130,2025-06-09,Card,42.95
502046,102131,2025-12-20,Insurance,86.54
502047,102132,2025-01-20,Card,42.61
502048,102133,2024-10-21,ACH,89.74
502049,102134,2024-11-19,Card,136.56
502050,102135,2025-05-22,ACH,127.45
502051,102135,2025-06-03,Card,86.25
502052,102136,2025-02-06,Insurance,130.56
502053,102137,2024-01-20,Card,462.17
502054,102138,2025-02-10,Card,29.55
502055,102138,2025-01-31,Card,20.66
502056,102139,2024-10-21,ACH,187.8
502057,102140,2025-05-29,Card,132.79
502058,102141,2025-10-03,Card,86.84
502059,102142,2025-12-10,ACH,90.37
502060,102143,2025-03-28,Card,88.32
502061,102144,2024-09-26,ACH,39.66
502062,102144,2024-09-24,ACH,39.93
502063,102146,2024-05-08,ACH,54.14
502064,102147,2025-11-29,Insurance,44.32
502065,102148,2025-09-13,Insurance,105.25
502066,102150,2024-08-30,Insurance,57.54
502067,102151,2024-08-23,Insurance,77.8
502068,102152,2025-09-23,ACH,118.87
502069,102153,2025-02-07,Card,111.4
502070,102154,2025-06-02,Insurance,131.59
502071,102155,2025-01-13,ACH,122.47
502072,102156,2024-11-20,Card,166.54
502073,102157,2025-04-09,Card,38.93
502074,102157,2025-04-11,Insurance,44.52
502075,102159,2024-09-03,Card,235.05
502076,102162,2024-10-22,Insurance,335.57
502077,102163,2025-10-29,Card,119.66
