order_id,order_date,ingestion_date,channel,region,product_line,status,gross_amount
101366,2024-08-08,2024-08-12,Mobile,Northeast,Supplies,Completed,27.75
101367,2024-11-27,2024-11-29,Web,West,HomeCare,Completed,171.78
101368,2025-12-05,2025-12-05,Web,Northeast,HomeCare,Completed,89.42
101369,2025-04-08,2025-04-08,Partner,Midwest,HomeCare,Completed,49.18
101370,2025-10-05,2025-10-05,Web,Northeast,Hospice,Completed,100.12
101371,2024-09-07,2024-09-07,Web,Northeast,Supplies,Cancelled,81.05
101372,2024-11-24,2024-11-24,Web,South,Hospice,Completed,61.91
101373,2024-11-03,2024-11-03,Web,Northeast,HomeCare,Completed,63.13
101374,2025-10-10,2025-10-10,Mobile,South,HomeCare,Completed,80.38
101375,2025-12-02,2025-12-02,Mobile,South,Supplies,Completed,96.93
101376,2025-12-04,2025-12-04,Mobile,Northeast,Hospice,Completed,42.04
101377,2025-07-03,2025-07-03,Web,Midwest,HomeCare,Returned,123.21
101378,2025-01-02,2025-01-02,Mobile,South,HomeCare,Completed,86.27
101379,2025-01-30,2025-01-30,Web,South,HomeCare,Completed,167.43
101380,2025-12-17,2025-12-17,Mobile,Northeast,Supplies,Completed,78.09
101381,2024-07-26,2024-07-26,Mobile,None,Hospice,Completed,226.93
101382,2024-09-10,2024-09-10,Web,Northeast,HomeCare,Completed,120.31
101383,2025-10-17,2025-10-17,Mobile,Northeast,Supplies,Completed,34.86
101384,2024-10-09,2024-10-09,Mobile,South,Supplies,Completed,79.17
101385,2024-06-20,2024-06-20,Web,Northeast,HomeCare,Completed,125.28
101386,2025-02-13,2025-02-13,Mobile,Midwest,HomeCare,Completed,69.07
101387,2024-08-25,2024-08-25,Mobile,South,Supplies,Completed,48.56
101388,2025-10-13,2025-10-13,Web,Northeast,HomeCare,Completed,29.29
101389,2025-10-26,2025-11-01,Web,Midwest,HomeCare,Completed,140.72
101390,2024-08-11,2024-08-11,Mobile,West,Hospice,Completed,106.41
101391,2025-01-22,2025-01-22,Partner,South,SeniorCare,Completed,66.65
101392,2025-12-20,2025-12-20,Mobile,Northeast,Hospice,Completed,68.85
101393,2025-06-26,2025-07-06,Mobile,South,HomeCare,Completed,75.62
101394,2024-06-06,2024-06-06,Mobile,Northeast,SeniorCare,Completed,110.09
101395,2025-03-07,2025-03-07,Web,Northeast,Supplies,Completed,69.1
101396,2025-03-29,2025-03-29,Web,Midwest,HomeCare,Completed,81.88
101397,2025-04-22,2025-04-22,Web,West,HomeCare,Completed,52.42
101398,2024-01-19,2024-01-19,Partner,Northeast,SeniorCare,Completed,74.32
101399,2024-08-06,2024-08-06,Mobile,South,HomeCare,Completed,63.57
101400,2025-09-16,2025-09-16,Partner,Northeast,SeniorCare,Completed,78.82
101401,2024-06-25,2024-06-25,Web,South,HomeCare,Completed,131.25
101402,2024-08-07,2024-08-07,Mobile,Northeast,Supplies,Completed,47.87
101403,2024-08-23,2024-08-23,Mobile,South,HomeCare,Completed,221.6
101404,2024-05-09,2024-05-09,Web,West,HomeCare,Completed,72.14
101405,2024-04-23,2024-04-23,Web,South,HomeCare,Returned,40.68
101406,2024-09-10,2024-09-10,Mobile,Northeast,HomeCare,Completed,85.72
101407,2025-10-02,2025-10-01,Mobile,West,SeniorCare,Completed,64.65
101408,2024-01-02,2024-01-12,Mobile,West,SeniorCare,Completed,481.62
101409,2024-07-26,2024-07-26,Web,Northeast,Supplies,Completed,49.52
101410,2024-02-15,2024-02-22,Mobile,Northeast,SeniorCare,Completed,40.68
101411,2025-02-14,2025-02-18,Web,South,Hospice,Completed,112.25
101412,2024-07-02,2024-07-02,Web,Midwest,Supplies,Completed,56.3
101413,2025-08-01,2025-08-01,Mobile,Northeast,HomeCare,Returned,52.3
101414,2025-03-03,2025-03-03,Web,Northeast,SeniorCare,Completed,102.37
101415,2025-07-26,2025-07-26,Partner,Midwest,Hospice,Completed,145.94
101416,2025-04-09,2025-04-09,Web,Northeast,HomeCare,Cancelled,97.54
101417,2024-11-16,2024-11-16,Web,Midwest,SeniorCare,Completed,74.84
101418,2025-09-21,2025-09-21,Web,Northeast,Supplies,Completed,50.81
101419,2024-12-14,2024-12-14,Mobile,South,HomeCare,Returned,68.59
101420,2025-11-25,2025-11-25,Web,West,SeniorCare,Completed,45.07
101421,2025-12-28,2025-12-28,Web,Midwest,Hospice,Completed,231.04
101422,2025-03-06,2025-03-06,Web,Midwest,Hospice,Cancelled,372.0
101423,2025-05-08,2025-05-08,Web,Northeast,HomeCare,Completed,56.05
101424,2024-07-05,2024-07-05,Mobile,South,HomeCare,Completed,69.3
101425,2025-08-18,2025-08-18,Web,Midwest,HomeCare,Completed,54.54
101426,2025-05-05,2025-05-11,Web,Northeast,SeniorCare,Completed,133.5
101427,2025-10-21,2025-10-21,Mobile,West,HomeCare,Completed,56.39
101428,2024-07-14,2024-07-14,Web,Northeast,Hospice,Completed,155.92
101429,2025-07-29,2025-07-29,Mobile,Midwest,HomeCare,Completed,116.01
101430,2024-12-09,2024-12-16,Web,Midwest,HomeCare,Completed,86.76
101431,2024-05-15,2024-05-15,Mobile,Northeast,SeniorCare,Completed,168.8
101432,2024-05-05,2024-05-05,Web,Northeast,SeniorCare,Completed,71.8
101433,2025-02-14,2025-02-14,Web,West,Hospice,Completed,110.09
101434,2024-08-21,2024-08-21,Web,Midwest,SeniorCare,Completed,46.54
101435,2024-03-15,2024-03-15,Partner,South,SeniorCare,Completed,25.23
101436,2024-11-08,2024-11-08,Web,West,HomeCare,Cancelled,159.14
101437,2025-04-22,2025-04-22,Partner,Midwest,HomeCare,Completed,68.76
101438,2024-08-21,2024-08-21,Partner,West,HomeCare,Returned,167.0
101439,2025-11-29,2025-11-29,Web,South,Hospice,Completed,92.2
101440,2025-07-23,2025-07-23,Web,Northeast,HomeCare,Cancelled,88.71
101441,2025-01-09,2025-01-09,Web,South,Hospice,Completed,121.89
101442,2025-11-14,2025-11-14,Partner,West,HomeCare,Completed,71.53
101443,2024-11-12,2024-11-12,Mobile,West,Hospice,Completed,49.03
101444,2024-04-12,2024-04-12,Mobile,Midwest,Hospice,Cancelled,71.12
101445,2024-01-27,2024-01-27,Web,Northeast,Supplies,Completed,37.99
101446,2025-11-16,2025-11-16,Mobile,Midwest,Supplies,Completed,60.07
101447,2025-12-02,2025-12-02,Web,South,Supplies,Completed,106.78
101448,2025-06-24,2025-06-24,Web,Northeast,SeniorCare,Completed,59.5
101449,2024-03-16,2024-03-16,Web,Northeast,Supplies,Completed,58.12
101450,2024-08-02,2024-08-02,Web,South,HomeCare,Completed,105.55
101451,2024-01-31,2024-01-31,Partner,South,Hospice,Completed,73.92
101452,2024-02-07,2024-02-07,Mobile,Midwest,SeniorCare,Completed,103.7
101453,2024-06-28,2024-06-28,Web,Midwest,Hospice,Completed,190.63
101454,2025-02-22,2025-02-27,Web,Midwest,HomeCare,Completed,114.04
101455,2024-02-17,2024-02-17,Mobile,South,SeniorCare,Completed,83.4
101456,2025-12-20,2025-12-20,Mobile,West,Supplies,Completed,40.12
101457,2024-11-28,2024-12-03,Web,South,Hospice,Completed,103.62
101458,2024-07-11,2024-07-16,Web,West,HomeCare,Completed,64.29
101459,2025-01-12,2025-01-12,Mobile,Midwest,HomeCare,Completed,69.86
101460,2025-07-31,2025-07-31,Partner,South,HomeCare,Completed,88.12
101461,2024-08-16,2024-08-16,Mobile,Midwest,SeniorCare,Completed,77.07
101462,2024-02-04,2024-02-13,Web,Midwest,Hospice,Completed,184.32
101463,2024-02-07,2024-02-17,Mobile,Northeast,HomeCare,Completed,69.81
101464,2025-09-14,2025-09-14,Web,South,Supplies,Completed,74.19
101465,2024-03-22,2024-03-22,Partner,South,Hospice,Completed,87.17
101466,2025-04-09,2025-04-09,Web,South,SeniorCare,Completed,54.23
101467,2024-10-08,2024-10-17,Web,Northeast,Supplies,Completed,82.73
101468,2025-07-22,2025-07-22,Web,South,SeniorCare,Completed,105.45
101469,2024-02-14,2024-02-14,Web,Midwest,Supplies,Completed,45.25
101470,2025-10-18,2025-10-18,Web,South,Supplies,Completed,12.8
101471,2025-05-25,2025-05-25,Mobile,Northeast,HomeCare,Completed,164.03
101472,2024-11-24,2024-11-24,Mobile,West,HomeCare,Completed,138.15
101473,2024-05-31,2024-05-31,Mobile,Midwest,Supplies,Completed,108.79
101474,2025-12-15,2025-12-15,Web,South,SeniorCare,Completed,156.44
101475,2024-08-08,2024-08-08,Web,South,Hospice,Completed,110.77
101476,2024-12-24,2024-12-24,Web,West,Supplies,Completed,49.61
101477,2024-10-15,2024-10-15,Web,Midwest,SeniorCare,Completed,34.92
101478,2024-06-17,2024-06-17,Web,Northeast,Hospice,Completed,117.67
101479,2024-10-31,2024-10-31,Partner,Northeast,HomeCare,Completed,74.82
101480,2024-04-20,2024-04-25,Partner,South,Supplies,Completed,41.3
101481,2024-01-02,2024-01-02,Web,Northeast,Supplies,Completed,30.97
101482,2024-07-30,2024-08-06,Mobile,Northeast,Supplies,Completed,36.49
101483,2024-03-22,2024-03-22,Mobile,Midwest,SeniorCare,Completed,43.63
101484,2024-10-30,2024-10-30,Web,South,HomeCare,Completed,153.89
101485,2025-09-22,2025-09-22,Mobile,South,Hospice,Completed,192.08
101486,2024-04-28,2024-04-28,Web,South,HomeCare,Completed,64.63
101487,2024-01-01,2024-01-01,Web,Northeast,HomeCare,Completed,172.79
101488,2024-03-22,2024-03-22,Partner,Northeast,SeniorCare,Completed,90.03
101489,2025-01-06,2025-01-06,Mobile,West,HomeCare,Cancelled,195.17
101490,2024-07-19,2024-07-19,Web,South,Hospice,Completed,148.17
101491,2024-12-23,2024-12-23,Web,South,Supplies,Completed,83.8
101492,2024-01-22,2024-01-22,Partner,Midwest,SeniorCare,Completed,96.67
101493,2024-08-31,2024-08-31,Web,Northeast,HomeCare,Completed,65.29
101494,2024-10-26,2024-10-26,Partner,Midwest,HomeCare,Completed,48.41
101495,2024-11-11,2024-11-11,Partner,South,Hospice,Completed,121.82
101496,2025-02-06,2025-02-06,Web,Northeast,SeniorCare,Completed,81.54
101497,2025-07-24,2025-07-24,Mobile,Northeast,Supplies,Completed,224.09
101498,2024-12-07,2024-12-07,Mobile,Midwest,Hospice,Completed,159.8
101499,2025-09-06,2025-09-06,Mobile,Northeast,HomeCare,Returned,61.41
101500,2025-01-22,2025-01-22,Web,Midwest,SeniorCare,Completed,81.99
101501,2024-07-09,2024-07-09,Web,Northeast,Hospice,Completed,91.46
101502,2024-06-16,2024-06-16,Web,Northeast,Supplies,Completed,59.9
101503,2024-08-23,2024-08-23,Mobile,Northeast,HomeCare,Cancelled,48.62
101504,2025-03-12,2025-03-12,Mobile,Midwest,Hospice,Completed,173.1
101505,2024-06-26,2024-07-04,Mobile,Northeast,Hospice,Completed,90.24
101506,2025-10-30,2025-10-30,Mobile,Midwest,SeniorCare,Cancelled,118.62
101507,2024-12-16,2024-12-16,Web,South,Hospice,Completed,81.31
101508,2025-09-23,2025-09-23,Web,West,Hospice,Completed,90.14
101509,2025-05-14,2025-05-14,Mobile,Midwest,SeniorCare,Cancelled,115.06
101510,2024-08-31,2024-08-31,Mobile,Northeast,HomeCare,Completed,33.25
101511,2024-06-15,2024-06-15,Mobile,Midwest,HomeCare,Completed,153.45
101512,2025-06-27,2025-06-27,Web,South,HomeCare,Cancelled,195.33
101513,2024-08-29,2024-08-29,Web,South,HomeCare,Completed,193.44
101514,2024-06-29,2024-06-29,Partner,South,Hospice,Completed,77.45
101515,2025-11-11,2025-11-11,Web,Northeast,HomeCare,Completed,108.92
101516,2024-12-18,2024-12-18,Web,West,HomeCare,Completed,74.94
101517,2024-02-05,2024-02-11,Mobile,West,Supplies,Completed,29.06
101518,2024-12-27,2024-12-27,Mobile,West,Hospice,Completed,114.95
101519,2024-12-02,2024-12-02,Partner,Midwest,Supplies,Completed,29.49
101520,2025-09-23,2025-09-23,Partner,West,SeniorCare,Completed,115.41
101521,2025-06-04,2025-06-04,Mobile,South,HomeCare,Completed,141.06
101522,2024-05-19,2024-05-19,Web,Midwest,Hospice,Completed,209.71
101523,2024-04-19,2024-04-19,Web,South,SeniorCare,Completed,110.5
101524,2025-03-17,2025-03-17,Partner,Midwest,HomeCare,Completed,76.17
101525,2024-02-04,2024-02-04,Web,Northeast,HomeCare,Completed,85.23
101526,2024-08-21,2024-08-21,Partner,Midwest,HomeCare,Completed,99.6
101527,2024-04-11,2024-04-11,Mobile,South,HomeCare,Completed,194.65
101528,2024-01-16,2024-01-16,Web,South,HomeCare,Completed,195.68
101529,2025-11-02,2025-11-02,Mobile,Midwest,HomeCare,Completed,89.81
101530,2024-03-06,2024-03-06,Mobile,West,Hospice,Completed,179.75
101531,2024-01-07,2024-01-16,Web,South,HomeCare,Completed,72.37
101532,2025-11-12,2025-11-12,Web,South,SeniorCare,Completed,106.37
101533,2024-05-17,2024-05-17,Mobile,Northeast,HomeCare,Completed,78.65
101534,2025-08-19,2025-08-19,Web,West,SeniorCare,Completed,96.62
101535,2024-01-23,2024-01-23,Web,South,SeniorCare,Completed,56.7
101536,2024-04-22,2024-04-22,Mobile,Midwest,Hospice,Completed,54.05
101537,2024-03-21,2024-03-21,Mobile,West,HomeCare,Returned,50.23
101538,2025-05-31,2025-05-31,Mobile,South,HomeCare,Cancelled,125.37
101539,2025-03-29,2025-03-29,Partner,Midwest,HomeCare,Completed,53.66
101540,2024-12-13,2024-12-13,Partner,Midwest,HomeCare,Completed,78.98
101541,2024-06-25,2024-06-25,Web,Midwest,SeniorCare,Completed,133.49
101542,2024-03-05,2024-03-05,Web,West,SeniorCare,Completed,149.75
101543,2025-02-20,2025-02-20,Mobile,West,Hospice,Completed,67.38
101544,2024-06-17,2024-06-17,Web,South,Supplies,Completed,18.4
101545,2025-03-07,2025-03-07,Mobile,Northeast,Supplies,Cancelled,40.88
101546,2025-05-17,2025-05-17,Mobile,West,HomeCare,Completed,103.55
101547,2025-09-12,2025-09-12,Web,Northeast,SeniorCare,Completed,119.63
101548,2024-12-27,2024-12-27,Mobile,Northeast,HomeCare,Completed,51.93
101549,2024-01-04,2024-01-04,Mobile,West,SeniorCare,Completed,35.36
101550,2024-07-24,2024-07-30,Partner,Midwest,SeniorCare,Completed,54.32
101551,2025-09-15,2025-09-25,Web,Midwest,Hospice,Completed,84.82
101552,2025-01-24,2025-01-24,Partner,Northeast,Hospice,Completed,312.28
101553,2025-03-28,2025-03-30,Web,Northeast,SeniorCare,Completed,90.35
101554,2024-11-30,2024-11-30,Mobile,Midwest,HomeCare,Completed,129.55
101555,2024-04-28,2024-04-28,Partner,South,SeniorCare,Completed,148.24
101556,2025-10-17,2025-10-17,Web,Northeast,Supplies,Completed,48.79
101557,2025-07-19,2025-07-19,Web,South,Hospice,Completed,115.62
101558,2025-12-28,2025-12-28,Mobile,West,HomeCare,Completed,106.3
101559,2025-09-17,2025-09-17,Mobile,West,SeniorCare,Completed,115.81
101560,2024-07-31,2024-07-31,Web,South,SeniorCare,Completed,80.2
101561,2024-07-04,2024-07-04,Mobile,Northeast,Hospice,Completed,185.32
101562,2024-06-30,2024-06-30,Mobile,Northeast,HomeCare,Completed,162.64
101563,2025-11-02,2025-11-02,Web,Midwest,SeniorCare,Cancelled,74.22
101564,2025-02-11,2025-02-11,Mobile,South,HomeCare,Completed,136.91
101565,2024-11-28,2024-11-28,Web,South,Hospice,Completed,133.58
101566,2025-12-08,2025-12-08,Web,West,Hospice,Completed,416.13
101567,2025-03-17,2025-03-17,Mobile,West,Supplies,Cancelled,95.62
101568,2025-10-26,2025-10-26,Web,Midwest,Supplies,Returned,74.1
101569,2025-12-20,2025-12-29,Partner,West,SeniorCare,Completed,64.34
101570,2024-02-28,2024-02-28,Mobile,Northeast,Supplies,Completed,36.42
101571,2024-09-21,2024-09-21,Mobile,Midwest,HomeCare,Completed,121.95
101572,2025-06-20,2025-06-20,Web,South,SeniorCare,Completed,36.4
101573,2025-08-17,2025-08-17,Web,None,SeniorCare,Completed,192.63
101574,2024-04-18,2024-04-18,Mobile,South,SeniorCare,Completed,30.54
101575,2024-08-20,2024-08-20,Mobile,Northeast,SeniorCare,Completed,51.12
101576,2025-02-04,2025-02-04,Mobile,Northeast,HomeCare,Completed,154.43
101577,2025-08-07,2025-08-07,Web,Northeast,HomeCare,Completed,92.02
101578,2024-03-23,2024-03-23,Web,South,SeniorCare,Completed,93.72
101579,2025-03-15,2025-03-15,Web,South,HomeCare,Completed,66.42
101580,2024-08-04,2024-08-04,Mobile,West,HomeCare,Completed,87.88
101581,2024-06-07,2024-06-07,Web,South,Supplies,Completed,86.01
101582,2025-01-11,2025-01-11,Mobile,Midwest,Supplies,Completed,40.29
101583,2024-10-29,2024-10-29,Web,South,HomeCare,Completed,82.17
101584,2025-04-09,2025-04-09,Web,Northeast,HomeCare,Completed,93.92
101585,2024-08-20,2024-08-20,Mobile,South,Hospice,Completed,96.03
101586,2025-08-24,2025-08-24,Mobile,Northeast,HomeCare,Completed,136.34
101587,2024-02-27,2024-02-27,Partner,Midwest,HomeCare,Completed,117.86
101588,2025-09-22,2025-09-22,Web,Northeast,HomeCare,Completed,88.89
101589,2024-01-22,2024-01-22,Mobile,West,Supplies,Completed,26.03
101590,2025-06-21,2025-06-21,Web,South,Hospice,Completed,198.55
101591,2024-09-10,2024-09-10,Mobile,Northeast,HomeCare,Completed,59.02
101592,2024-10-07,2024-10-07,Mobile,Northeast,SeniorCare,Cancelled,207.85
101593,2024-01-14,2024-01-14,Web,Northeast,HomeCare,Cancelled,61.4
101594,2025-05-28,2025-05-28,Mobile,South,Supplies,Completed,69.37
101595,2024-04-30,2024-04-30,Web,Northeast,HomeCare,Completed,128.73
101596,2025-04-26,2025-04-26,Web,South,HomeCare,Completed,84.9
101597,2025-06-14,2025-06-22,Web,South,Hospice,Completed,128.52
101598,2025-09-09,2025-09-09,Web,South,HomeCare,Completed,81.33
101599,2025-06-01,2025-06-01,Partner,South,HomeCare,Returned,240.89
101600,2024-08-08,2024-08-08,Mobile,Midwest,Supplies,Completed,67.59
101601,2025-06-23,2025-06-23,Mobile,Northeast,Supplies,Completed,57.63
101602,2025-08-26,2025-08-26,Partner,Northeast,Supplies,Completed,69.02
101603,2024-08-19,2024-08-19,Mobile,Midwest,SeniorCare,Completed,150.64
101604,2024-03-31,2024-04-02,Web,South,HomeCare,Completed,113.86
101605,2025-10-12,2025-10-12,Web,Northeast,Supplies,Completed,66.96
101606,2024-04-18,2024-04-18,Web,South,SeniorCare,Completed,41.74
101607,2025-03-10,2025-03-10,Partner,Northeast,Hospice,Completed,195.93
101608,2024-06-21,2024-06-21,Partner,South,SeniorCare,Completed,101.89
101609,2024-04-02,2024-04-02,Mobile,None,SeniorCare,Completed,68.45
101610,2025-07-21,2025-07-21,Web,Midwest,SeniorCare,Completed,100.7
101611,2024-04-15,2024-04-15,Web,Northeast,Supplies,Completed,122.46
101612,2025-05-04,2025-05-04,Partner,South,Supplies,Completed,87.34
101613,2025-05-21,2025-05-21,Web,South,SeniorCare,Completed,228.85
101614,2024-02-14,2024-02-14,Mobile,West,Supplies,Completed,94.58
101615,2024-05-06,2024-05-06,Web,West,SeniorCare,Completed,32.59
101616,2025-08-03,2025-08-07,Web,Midwest,HomeCare,Completed,175.96
101617,2025-01-05,2025-01-05,Mobile,Midwest,SeniorCare,Completed,35.77
101618,2024-03-29,2024-03-29,Partner,West,SeniorCare,Cancelled,168.05
101619,2025-12-25,2025-12-25,Mobile,Midwest,HomeCare,Completed,145.81
101620,2024-07-12,2024-07-19,Web,West,SeniorCare,Completed,198.1
101621,2024-01-03,2024-01-03,Web,South,Hospice,Completed,137.21
101622,2025-11-06,2025-11-06,Partner,South,Hospice,Completed,126.88
101623,2024-01-13,2024-01-13,Mobile,Midwest,SeniorCare,Completed,158.87
101624,2025-02-08,2025-02-08,Web,South,Supplies,Completed,33.92
101625,2025-12-26,2025-12-26,Mobile,Midwest,HomeCare,Completed,95.58
101626,2025-02-26,2025-02-26,Web,South,SeniorCare,Completed,76.23
101627,2025-03-03,2025-03-03,Web,West,HomeCare,Completed,75.57
101628,2024-10-10,2024-10-15,Partner,South,SeniorCare,Completed,64.29
101629,2024-04-02,2024-04-02,Mobile,Northeast,Supplies,Completed,66.11
101630,2025-02-22,2025-02-22,Web,Midwest,Supplies,Completed,87.49
101631,2025-10-17,2025-10-17,Web,Northeast,HomeCare,Completed,197.04
101632,2024-03-07,2024-03-07,Partner,South,Supplies,Completed,52.98
101633,2025-10-05,2025-10-05,Mobile,Northeast,Supplies,Completed,50.83
101634,2024-10-30,2024-10-30,Mobile,Northeast,HomeCare,Completed,22.86
101635,2025-01-26,2025-01-26,Web,West,Hospice,Completed,228.69
101636,2024-04-30,2024-04-30,Partner,West,SeniorCare,Completed,43.37
101637,2025-03-30,2025-03-30,Partner,Midwest,HomeCare,Completed,119.1
101638,2024-05-13,2024-05-13,Mobile,Midwest,SeniorCare,Completed,99.0
101639,2024-07-18,2024-07-18,Web,Midwest,Hospice,Completed,180.42
101640,2025-06-12,2025-06-11,Mobile,Northeast,Hospice,Completed,70.83
101641,2024-02-06,2024-02-06,Mobile,Midwest,Hospice,Completed,146.52
101642,2024-11-22,2024-11-22,Mobile,West,HomeCare,Completed,211.45
101643,2025-03-10,2025-03-14,Partner,West,HomeCare,Completed,105.22
101644,2024-04-06,2024-04-06,Mobile,Midwest,Supplies,Completed,39.42
101645,2024-08-03,2024-08-03,Web,South,SeniorCare,Completed,41.07
101646,2024-09-08,2024-09-08,Web,South,Hospice,Completed,231.5
101647,2025-04-30,2025-04-30,Mobile,South,SeniorCare,Completed,68.66
101648,2025-12-14,2025-12-19,Web,South,HomeCare,Completed,83.05
101649,2025-09-03,2025-09-03,Web,Midwest,HomeCare,Completed,331.63
101650,2024-05-18,2024-05-18,Mobile,West,Hospice,Completed,174.44
101651,2024-01-14,2024-01-14,Web,Northeast,HomeCare,Completed,166.1
101652,2024-02-07,2024-02-07,Mobile,Midwest,HomeCare,Completed,212.84
101653,2025-03-11,2025-03-11,Web,Midwest,SeniorCare,Returned,39.21
101654,2024-04-24,2024-04-24,Web,Northeast,Supplies,Completed,131.59
101655,2024-06-18,2024-06-18,Web,Midwest,HomeCare,Returned,215.98
101656,2025-09-11,2025-09-11,Mobile,West,Hospice,Completed,87.97
101657,2025-09-30,2025-10-06,Mobile,South,SeniorCare,Cancelled,124.56
101658,2025-09-05,2025-09-05,Web,West,Supplies,Cancelled,99.1
101659,2024-07-04,2024-07-04,Web,Northeast,HomeCare,Completed,65.75
101660,2025-03-28,2025-03-28,Web,West,Supplies,Returned,96.5
101661,2025-03-22,2025-03-22,Mobile,Northeast,Supplies,Completed,44.46
101662,2024-05-15,2024-05-15,Partner,Northeast,HomeCare,Completed,342.33
101663,2025-02-08,2025-02-08,Mobile,Midwest,HomeCare,Completed,101.55
101664,2025-01-18,2025-01-23,Web,Northeast,SeniorCare,Completed,113.56
101665,2024-10-16,2024-10-20,Mobile,Northeast,HomeCare,Completed,41.51
101666,2025-07-03,2025-07-03,Web,South,HomeCare,Completed,114.18
101667,2025-05-10,2025-05-10,Web,Northeast,Supplies,Completed,112.43
101668,2025-01-24,2025-01-24,Web,Midwest,SeniorCare,Completed,54.68
101669,2025-06-14,2025-06-14,Web,South,SeniorCare,Completed,65.87
101670,2025-07-11,2025-07-11,Web,Midwest,SeniorCare,Completed,59.94
101671,2025-02-18,2025-02-23,Mobile,South,Hospice,Completed,61.74
101672,2024-07-14,2024-07-14,Web,South,SeniorCare,Completed,44.75
101673,2025-07-08,2025-07-11,Mobile,West,Supplies,Completed,102.2
101674,2025-06-08,2025-06-14,Partner,South,SeniorCare,Completed,45.42
101675,2025-12-19,2025-12-19,Mobile,West,Hospice,Completed,45.07
101676,2024-04-19,2024-04-19,Web,West,SeniorCare,Returned,65.54
101677,2024-11-02,2024-11-02,Mobile,Midwest,SeniorCare,Completed,87.7
101678,2025-11-06,2025-11-16,Web,Northeast,Hospice,Completed,146.98
101679,2025-01-11,2025-01-11,Web,South,HomeCare,Completed,60.1
101680,2025-11-20,2025-11-20,Web,West,Hospice,Completed,81.94
101681,2024-01-10,2024-01-10,Mobile,South,Hospice,Completed,144.11
101682,2024-01-26,2024-01-26,Mobile,Midwest,HomeCare,Completed,147.23
101683,2025-08-04,2025-08-04,Mobile,Midwest,HomeCare,Completed,174.43
101684,2024-09-19,2024-09-19,Mobile,Northeast,HomeCare,Completed,119.05
101685,2025-01-15,2025-01-19,Mobile,Midwest,HomeCare,Completed,40.89
101686,2024-11-08,2024-11-08,Mobile,None,SeniorCare,Completed,55.21
101687,2024-10-25,2024-11-02,Partner,West,SeniorCare,Completed,160.1
101688,2025-11-17,2025-11-17,Web,Midwest,SeniorCare,Completed,207.3
101689,2024-03-09,2024-03-09,Partner,Northeast,SeniorCare,Completed,81.85
101690,2025-07-18,2025-07-25,Partner,Northeast,Hospice,Completed,100.71
101691,2025-10-12,2025-10-12,Mobile,South,SeniorCare,Completed,51.85
101692,2025-04-25,2025-04-25,Web,Midwest,SeniorCare,Completed,173.98
101693,2024-10-15,2024-10-15,Web,Midwest,SeniorCare,Completed,50.38
101694,2024-04-26,2024-04-26,Mobile,West,SeniorCare,Completed,228.07
101695,2025-05-13,2025-05-13,Web,Northeast,HomeCare,Completed,89.92
101696,2024-12-08,2024-12-11,Web,South,SeniorCare,Completed,55.64
101697,2024-04-19,2024-04-19,Mobile,West,SeniorCare,Completed,35.07
101698,2024-09-19,2024-09-19,Partner,Midwest,HomeCare,Completed,81.82
101699,2025-12-03,2025-12-03,Mobile,Midwest,HomeCare,Completed,87.94
101700,2024-07-12,2024-07-12,Mobile,Midwest,Hospice,Completed,93.76
101701,2024-05-10,2024-05-10,Web,Northeast,Hospice,Completed,110.24
101702,2025-05-13,2025-05-13,Web,South,Supplies,Completed,122.13
101703,2024-05-25,2024-05-25,Mobile,Northeast,SeniorCare,Completed,116.54
101704,2025-11-03,2025-11-03,Web,Midwest,HomeCare,Completed,103.25
101705,2025-09-20,2025-09-27,Mobile,Northeast,Hospice,Completed,194.6
101706,2025-12-19,2025-12-19,Partner,West,SeniorCare,Completed,54.09
101707,2025-10-29,2025-10-29,Mobile,South,SeniorCare,Completed,122.18
101708,2024-06-27,2024-07-01,Mobile,Midwest,Hospice,Completed,155.6
101709,2024-06-04,2024-06-04,Mobile,Northeast,HomeCare,Cancelled,198.27
101710,2024-09-07,2024-09-07,Mobile,South,Supplies,Completed,30.78
101711,2024-12-09,2024-12-09,Web,Midwest,Hospice,Completed,71.31
101712,2025-10-05,2025-10-05,Web,Northeast,HomeCare,Completed,62.47
101713,2025-06-20,2025-06-20,Web,South,HomeCare,Completed,118.97
101714,2025-04-16,2025-04-16,Mobile,Northeast,SeniorCare,Returned,95.66
101715,2025-10-04,2025-10-04,Web,South,SeniorCare,Completed,113.6
101716,2025-04-17,2025-04-17,Mobile,Midwest,HomeCare,Completed,32.67
101717,2024-10-04,2024-10-04,Mobile,Northeast,Hospice,Completed,229.57
101718,2024-10-28,2024-10-28,Web,Northeast,Supplies,Cancelled,68.71
101719,2025-01-12,2025-01-12,Mobile,South,Hospice,Completed,144.95
101720,2024-03-05,2024-03-05,Web,South,Hospice,Cancelled,132.33
101721,2025-06-26,2025-06-26,Web,Midwest,HomeCare,Completed,68.43
101722,2025-04-22,2025-04-22,Web,South,HomeCare,Completed,121.36
101723,2025-06-18,2025-06-18,Web,West,Supplies,Completed,63.46
101724,2025-01-25,2025-01-25,Partner,Midwest,HomeCare,Completed,96.66
101725,2025-07-26,2025-08-04,Partner,Northeast,HomeCare,Completed,119.86
101726,2025-11-25,2025-11-25,Mobile,Midwest,HomeCare,Completed,88.99
101727,2025-02-20,2025-03-01,Mobile,South,HomeCare,Completed,47.44
